os_id,placa,base,regra,est_algoritmo_min,rampa_real_min,pronta_real_min,n_pecas,pecas
36022,SUA4E14,34,C4_CAPACIDADE,63,39,117,6,"Pastilha de freio dianteiro x1 | Carregador CPX x1 | Retentor da roda x2 | Rolamento da roda x2 | Pastilha de freio traseiro x1 | Usb 5W - CPX x1"
36027,SWE7C14,34,C4_CAPACIDADE,88,18,86,1,"Chicote principal - COMFORT x1"
36032,UDW9I78,34,C3_TEMPO_ALTO,121,84,138,11,"Suporte do paralama x1 | Pastilha de freio traseiro x1 | Suporte de placa Universal - Plástico x1 | Manete de freio traseiro x1 | Carenagem frontal posterior PP x1 | Refletor do paralama traseiro x1 | Rolamento da roda x2 | Retentor da roda x2 | Suporte de Placa de Ferro x1 | Paralama traseiro x1 | Pastilha de freio dianteiro x1"
36116,UDB0A13,166,C3_TEMPO_ALTO,132,102,153,16,"Pneu traseiro x1 | Kit adaptação de posição - Sensor do descanso lateral x1 | Rolamento da roda x2 | Retentor da roda x2 | Sensor descanso x1 | Roda traseira_v2 x1 | Sensor de freio dianteiro x1 | Válvula pneu x1 | Paralama traseiro x1 | Pastilha de freio dianteiro x1 | Sensor de freio traseiro x1 | Velocímetro x1 | Amortecedor traseiro x1 | Suporte do paralama x1 | Pastilha de freio traseiro x1 | Descanso central x1"
36151,SVZ0C07,34,C4_CAPACIDADE,118,70,125,9,"Suporte do pedal direito do passageiro x1 | Pneu traseiro x1 | Rolamento superior completo da direção x1 | Pastilha de freio dianteiro x1 | Disco de freio traseiro x1 | Rolamento inferior da direção x1 | Sensor de freio traseiro x1 | Disco de freio dianteiro x1 | Pastilha de freio traseiro x2"
36165,UDY8D89,1,C2_SEM_ESTOQUE,104,85,108,11,"Espelho retrovisor LD x1 | Pastilha de freio traseiro x1 | Espelho retrovisor LE x1 | Tampa do motor COMFORT v1 x1 | Rolamento da tampa do motor l/roda x1 | Roda traseira_v1 x1 | Pastilha de freio dianteiro x1 | Tampa do motor COMFORT v2 x1 | Roda traseira_v2 x1 | Caixa do banco x1 | Pneu traseiro x1"
36169,TJU8J55,1,C4_CAPACIDADE,93,86,131,7,"Sensor de freio traseiro x1 | Rolamento inferior da direção x1 | Pista do rolamento inferior  x1 | Garfo dianteiro x1 | Seta LE x2 | Rolamento superior completo da direção x1 | Pneu traseiro x1"
36177,UGA8J85,1,C4_CAPACIDADE,52,63,87,3,"Paralama traseiro x1 | Pastilha de freio dianteiro x1 | Suporte do paralama x1"
36181,TKT9A47,34,C4_CAPACIDADE,78,83,104,4,"Motor 4300W_v1 x1 | Pastilha de freio dianteiro x1 | Sensor descanso x1 | Manete de freio traseiro x1"
36182,FPL0A92,1,C4_CAPACIDADE,63,42,90,4,"Pastilha de freio dianteiro x1 | Chicote secundário - CPX x1 | Pastilha de freio traseiro x1 | Disco de freio dianteiro x1"
36194,UFV4C31,34,C3_TEMPO_ALTO,123,109,153,17,"Garfo dianteiro x1 | Espelho retrovisor LD x1 | Manete de freio traseiro x1 | Pista do rolamento inferior  x1 | Pastilha de freio traseiro x1 | Espelho retrovisor LE x1 | Amortecedor dianteiro LD x1 | Velocímetro x1 | Usb 18W - COMFORT x1 | Paralama traseiro x1 | Pastilha de freio dianteiro x1 | Amortecedor dianteiro LE x1 | Rolamento superior completo da direção x1 | Retentor da roda x2 | Refletor do paralama traseiro x1 | Pneu traseiro x1 | Rolamento da roda x2"
36195,SWR1F14,1,C4_CAPACIDADE,113,119,163,8,"Válvula pneu x1 | Pneu traseiro x1 | Disco de freio traseiro x1 | Pastilha de freio dianteiro x1 | Suporte do paralama x1 | Tampa do motor COMFORT v1 x1 | Roda traseira_v1 x1 | Pastilha de freio traseiro x1"
36198,UQG0H47,1,C4_CAPACIDADE,65,25,72,1,"Motor 4300W_v2 x1"
36202,UFO4G09,1,C4_CAPACIDADE,100,81,145,9,"Rolamento inferior da direção x1 | Amortecedor traseiro x1 | Garfo dianteiro x1 | Pista do rolamento inferior  x1 | Pastilha de freio traseiro x1 | Sensor descanso x1 | Rolamento superior completo da direção x1 | Pneu traseiro x1 | Pastilha de freio dianteiro x1"
36211,UEC4C59,1,C4_CAPACIDADE,48,62,162,3,"Sensor de freio traseiro x1 | Pastilha de freio traseiro x1 | Pastilha de freio dianteiro x1"
36213,UEZ1B43,34,C4_CAPACIDADE,26,11,14,1,"Bau 93L x1"
36216,UFQ3D68,1,C4_CAPACIDADE,87,79,159,6,"Pastilha de freio traseiro x1 | Pista do rolamento inferior  x1 | Garfo dianteiro x1 | Pneu traseiro x1 | Rolamento superior completo da direção x1 | Pastilha de freio dianteiro x1"
36220,UFZ6F61,1,C4_CAPACIDADE,60,27,96,7,"Usb 5W - CPX x1 | Amortecedor traseiro x1 | Pastilha de freio traseiro x1 | Pneu traseiro x1 | Refletor do paralama traseiro x1 | Usb 18W - COMFORT x1 | Pastilha de freio dianteiro x1"
36252,UEB0J49,1,C4_CAPACIDADE,52,46,99,4,"Sensor descanso x1 | Abraçadeira de metal - freio x1 | Pastilha de freio dianteiro x1 | Pastilha de freio traseiro x1"
36254,SVZ2D17,34,C4_CAPACIDADE,34,53,117,1,"Pneu traseiro x1"
36271,SUZ1D94,166,C3_TEMPO_ALTO,140,119,135,11,"Amortecedor dianteiro LD x1 | Pista do rolamento inferior  x1 | Garfo dianteiro x1 | Espelho retrovisor LD x1 | Retentor da roda x2 | Rolamento superior completo da direção x1 | Mangueira de freio traseira x1 | Rolamento da roda x2 | Amortecedor dianteiro LE x1 | Carenagem frontal x1 | Pastilha de freio dianteiro x1"
36279,SUE8F35,34,C4_CAPACIDADE,77,63,108,5,"Manete de freio dianteiro x1 | Pastilha de freio dianteiro x1 | Disco de freio traseiro x1 | Pastilha de freio traseiro x1 | Manete de freio traseiro x1"
36310,GCU2C74,166,C3_TEMPO_ALTO,132,61,148,9,"Disco de freio traseiro x1 | Pastilha de freio dianteiro x1 | Rolamento superior completo da direção x1 | Pneu traseiro x1 | Garfo dianteiro x1 | Disco de freio dianteiro x1 | Pista do rolamento inferior  x1 | Pastilha de freio traseiro x1 | Pneu dianteiro x1"
36315,TKI2G22,34,C4_CAPACIDADE,91,71,128,8,"Manete de freio traseiro x1 | Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1 | Borracha de vedação Bolha x4 | Suporte celular x1 | Disco de freio traseiro x1 | Bolha/Parabrisa x1 | Suporte da bolha x1 | Parafuso da bolha x4"
36326,STN4I53,1,C4_CAPACIDADE,70,76,146,3,"Pastilha de freio traseiro x1 | Pneu traseiro x1 | Disco de freio traseiro x1"
36338,TJY5B84,34,C4_CAPACIDADE,68,89,131,8,"Pneu traseiro x1 | Conjunto do acelerador x1 | Pastilha de freio dianteiro x1 | Refletor lateral x1 | Roda traseira_v1 x1 | Amortecedor traseiro x1 | Pastilha de freio traseiro x1 | Disco de freio dianteiro x1"
36423,TKF4B81,34,C4_CAPACIDADE,51,76,98,4,"Conjunto do acelerador x1 | Espelho retrovisor LE x1 | IOT Vammo x1 | Paralama dianteiro x1"
36424,SWA3J51,34,C4_CAPACIDADE,36,13,85,3,"Sensor de freio dianteiro x1 | Pastilha de freio dianteiro x1 | Pastilha de freio traseiro x1"
36426,UOO7G41,34,C4_CAPACIDADE,51,64,106,6,"Roda traseira_v1 x1 | Manete de freio traseiro x1 | Tampa do motor COMFORT v2 x1 | Roda traseira_v2 x3 | Pneu traseiro x1 | Pastilha de freio dianteiro x1"
36427,TKM7J43,34,C4_CAPACIDADE,31,24,98,1,"Pastilha de freio traseiro x1"
36430,UES3H95,34,C4_CAPACIDADE,51,39,63,3,"Roda dianteira x1 | Retentor da roda x2 | Rolamento da roda x2"
36431,TJZ4F71,34,C4_CAPACIDADE,63,32,102,4,"Pastilha de freio dianteiro x1 | Pastilha de freio traseiro x1 | Disco de freio dianteiro x1 | Sensor de freio traseiro x1"
36449,TMB4H56,1,C3_TEMPO_ALTO,135,106,142,8,"Pista do rolamento inferior  x1 | Pastilha de freio traseiro x1 | Garfo dianteiro x1 | Disco de freio dianteiro x1 | Disco de freio traseiro x1 | Pastilha de freio dianteiro x1 | Rolamento superior completo da direção x1 | Amortecedor dianteiro LE x1"
36460,TKZ5D83,1,C3_TEMPO_ALTO,129,93,140,10,"Pastilha de freio dianteiro x1 | Disco de freio traseiro x1 | Amortecedor dianteiro LE x1 | Sensor de freio dianteiro x1 | Válvula pneu x1 | Pneu traseiro x1 | Pastilha de freio traseiro x1 | Suporte do paralama x1 | Amortecedor dianteiro LD x1 | Roda traseira_v1 x1"
36517,SUR3E84,34,C4_CAPACIDADE,43,61,161,4,"Circuito de proteção - CAN x1 | Sensor descanso x1 | Seta LE x1 | Seta LD x3"
36528,SUG9H42,166,C2_SEM_ESTOQUE,41,33,71,2,"Tampa do motor CPX x1 | Tampa manutenção da controladora x1"
36531,TLI1C03,166,C2_SEM_ESTOQUE,55,26,97,5,"Retentor da roda x2 | Rolamento da roda x2 | Suporte do paralama x1 | Amortecedor traseiro x1 | Suporte do pedal esquerdo do passageiro x1"
36548,UDH8I86,1,C2_SEM_ESTOQUE,131,55,105,13,"Rolamento superior completo da direção x1 | Pneu traseiro x3 | Válvula pneu x1 | Roda traseira_v2 x1 | Pastilha de freio dianteiro x1 | Usb 18W - COMFORT x1 | Suporte de Placa de Ferro x1 | Roda traseira_v1 x1 | Usb 5W - CPX x1 | Pista do rolamento inferior  x1 | Suporte de placa Universal - Plástico x1 | Pastilha de freio traseiro x1 | Garfo dianteiro x1"
36550,UEK4B71,1,C2_SEM_ESTOQUE,32,18,19,2,"Bau 93L x1 | Bau 110L x1"
36563,UFA9H36,34,C4_CAPACIDADE,101,53,112,8,"Manete de freio traseiro x1 | Mesa superior suspensão dianteira x1 | Espelho retrovisor LD x1 | Velocímetro x1 | Carenagem dianteira direita COMFORT x1 | Pneu traseiro x1 | Carenagem frontal posterior PP x1 | Carenagem frontal x1"
36567,TKW8F06,166,C2_SEM_ESTOQUE,69,42,66,6,"Pastilha de freio traseiro x1 | Válvula CBS x1 | Amortecedor traseiro x1 | Pastilha de freio dianteiro x1 | Válvula pneu x1 | Pneu traseiro x1"
36597,TKB9J18,1,C3_TEMPO_ALTO,128,70,113,10,"Pneu traseiro x1 | Roda traseira_v2 x1 | Válvula pneu x1 | Pastilha de freio dianteiro x1 | Disco de freio traseiro x1 | Roda traseira_v1 x1 | Conjunto de seta x1 | Pneu dianteiro x1 | Pastilha de freio traseiro x1 | Parafuso do disco x3"
36614,UDM2H51,166,C2_SEM_ESTOQUE,62,50,86,6,"Amortecedor traseiro x1 | Pastilha de freio traseiro x1 | Sensor descanso x1 | Rolamento da roda x2 | Retentor da roda x2 | Pastilha de freio dianteiro x1"
36623,UEQ8H36,1,C3_TEMPO_ALTO,133,92,119,12,"Amortecedor dianteiro LE x1 | Suporte pinça dianteira x1 | Rolamento superior completo da direção x1 | Usb 18W - COMFORT x1 | Pastilha de freio dianteiro x1 | Usb 5W - CPX x1 | Amortecedor dianteiro LD x1 | Rolamento inferior da direção x1 | Amortecedor traseiro x1 | Garfo dianteiro x1 | Pista do rolamento inferior  x1 | Pastilha de freio traseiro x1"
36632,UPG4A43,34,C4_CAPACIDADE,32,39,89,2,"Manete de freio traseiro x1 | Sensor descanso x1"
36643,TKL9F17,34,C4_CAPACIDADE,44,50,103,4,"Manete de freio dianteiro x1 | Pastilha de freio dianteiro x1 | Amortecedor traseiro x1 | Pastilha de freio traseiro x1"
36656,TJJ7G52,34,C4_CAPACIDADE,48,33,71,4,"Pastilha de freio traseiro x1 | Pastilha de freio dianteiro x1 | Rolamento da roda x2 | Retentor da roda x2"
36664,UFM8D36,34,C4_CAPACIDADE,45,54,121,4,"Paralama traseiro x1 | Complemento mesa superior da direção x1 | Espelho retrovisor LE x1 | Mesa superior suspensão dianteira x2"
36671,UPH0J95,34,C4_CAPACIDADE,32,48,71,6,"Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1 | Borracha de vedação Bolha x4 | Bau 110L x1 | Bolha/Parabrisa x1 | Parafuso da bolha x4 | Suporte da bolha x1"
36673,SVY5D13,34,C4_CAPACIDADE,61,81,147,5,"Disco de freio traseiro x1 | Pastilha de freio dianteiro x1 | Tampa do motor CPX x1 | Pastilha de freio traseiro x1 | Rolamento da tampa do motor l/roda x1"
36674,FUD5F52,1,C4_CAPACIDADE,110,80,137,8,"Rolamento superior completo da direção x1 | Pneu traseiro x1 | Paralama traseiro x1 | Pastilha de freio dianteiro x1 | Carenagem dianteira esquerda COMFORT x1 | Garfo dianteiro x1 | Pista do rolamento inferior  x1 | Pastilha de freio traseiro x1"
36675,TIZ8A92,34,C4_CAPACIDADE,60,30,71,5,"Tampa do motor CPX x1 | Roda traseira_v1 x1 | Rolamento da tampa do motor l/roda x1 | Rolamento da roda x2 | Retentor da roda x2"
36699,UES6C34,34,C4_CAPACIDADE,42,56,107,10,"Parafuso da bolha x4 | Suporte da bolha x1 | Carenagem frontal x1 | Retentor da roda x2 | Rolamento da roda x2 | Bolha/Parabrisa x1 | Manete de freio dianteiro x1 | Seta LD x1 | Borracha de vedação Bolha x4 | Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1"
36701,UET5D94,34,C4_CAPACIDADE,41,32,74,5,"Espelho retrovisor LE x1 | Carenagem dianteira esquerda COMFORT x1 | Manete de freio traseiro x1 | Seta LE x1 | Bolha/Parabrisa x1"
36705,SSY0E62,34,C2_SEM_ESTOQUE,28,24,36,2,"Chapa do baú x1 | Bau 93L x1"
36733,UEX9I34,34,C4_CAPACIDADE,34,28,55,1,"Pneu traseiro x1"
36745,UOV6B30,34,C2_SEM_ESTOQUE,50,32,38,7,"Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1 | Chapa do baú x1 | Bau 93L x1 | Borracha de vedação Bolha x4 | Bolha/Parabrisa x1 | Parafuso da bolha x4 | Suporte da bolha x1"
36747,TLG7A86,34,C4_CAPACIDADE,45,38,68,3,"Sensor de freio dianteiro x1 | Conjunto do acelerador x1 | Amortecedor traseiro x1"
36754,UGF9G46,34,C4_CAPACIDADE,41,12,15,4,"Bolha/Parabrisa x1 | Parafuso da bolha x4 | Suporte da bolha x1 | Borracha de vedação Bolha x4"
36773,UET3I05,34,C4_CAPACIDADE,42,53,86,8,"Paralama dianteiro x1 | Carenagem dianteira direita COMFORT x1 | Refletor lateral x1 | Mascara do farol x1 | Manete de freio dianteiro x1 | Gancho carenagem frontal PP x1 | Carenagem frontal x1 | Seta LE x1"
36790,TLF8I15,34,C4_CAPACIDADE,44,28,62,4,"Refletor do paralama traseiro x1 | Pneu traseiro x1 | Sensor descanso x1 | Paralama traseiro x1"
36791,SUG5E62,34,C4_CAPACIDADE,30,46,116,4,"Suporte do paralama x1 | Paralama traseiro x1 | Pastilha de freio dianteiro x1 | Refletor do paralama traseiro x1"
36793,TJI8H24,1,C4_CAPACIDADE,82,71,160,9,"Retentor da roda x2 | Rolamento da roda x2 | Conjunto do acelerador x1 | Manete de freio dianteiro x1 | Conjunto de seta x1 | Refletor lateral x1 | Eixo roda dianteira x1 | Pastilha de freio traseiro x1 | Espelho retrovisor LD x1"
36815,TIT9F68,1,C4_CAPACIDADE,103,52,113,7,"Pastilha de freio traseiro x1 | IOT Vammo x1 | Pneu dianteiro x1 | Chicote - IOT Vammo x1 | Pastilha de freio dianteiro x1 | Suporte fixação - IOT Vammo x1 | Pneu traseiro x1"
36902,TKW5I43,1,C3_TEMPO_ALTO,140,71,119,10,"Rolamento da tampa do motor l/roda x1 | Amortecedor traseiro x1 | Tampa do motor COMFORT v1 x1 | Pastilha de freio traseiro x1 | Motor 4300W_v2 x1 | Disco de freio dianteiro x1 | Roda traseira_v2 x1 | Tampa do motor COMFORT v2 x1 | Válvula pneu x1 | Pastilha de freio dianteiro x1"
36913,UGD4G92,1,C2_SEM_ESTOQUE,40,16,28,1,"Chicote adaptador USB 18W x1"
36926,UGF8E05,166,C2_SEM_ESTOQUE,31,60,86,7,"Pastilha de freio dianteiro x1 | Retentor da roda x2 | Rolamento da roda x2 | Pneu traseiro x1 | Roda traseira_v2 x1 | Pastilha de freio traseiro x1 | Roda traseira_v1 x1"
36949,TIS1J56,166,C4_CAPACIDADE,109,102,150,5,"Controladora 3500W x2 | Pastilha de freio traseiro x1 | Manete de freio traseiro x1 | Pastilha de freio dianteiro x1 | Disco de freio traseiro x1"
36954,URW2J87,166,C2_SEM_ESTOQUE,42,39,98,4,"Manete de freio traseiro x1 | Retentor da roda x2 | Rolamento da roda x2 | Pastilha de freio dianteiro x1"
36965,UER9A68,1,C3_TEMPO_ALTO,155,84,140,14,"Pastilha de freio dianteiro x1 | Rolamento da roda x2 | Pneu traseiro x1 | Retentor da roda x2 | Rolamento superior completo da direção x1 | Sensor descanso x1 | Pastilha de freio traseiro x1 | Pista do rolamento inferior  x1 | Manete de freio traseiro x1 | Disco de freio dianteiro x1 | Parafuso do disco x3 | Garfo dianteiro x1 | Amortecedor traseiro x1 | Rolamento inferior da direção x1"
36980,UEA8C58,1,C2_SEM_ESTOQUE,76,48,86,11,"Pneu traseiro x1 | Rolamento da roda x2 | Retentor da roda x2 | Suporte da bolha x1 | Parafuso da bolha x4 | Bolha/Parabrisa x1 | Usb 18W - COMFORT x1 | Borracha de vedação Bolha x4 | Usb 5W - CPX x1 | Espelho retrovisor LE x1 | Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1"
37001,TLV5D46,1,C2_SEM_ESTOQUE,39,37,44,4,"Borracha de vedação Bolha x4 | Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1 | Suporte da bolha x1 | Bolha/Parabrisa x1"
37022,TKZ0D14,1,C3_TEMPO_ALTO,135,68,113,10,"Manete de freio dianteiro x1 | Pastilha de freio dianteiro x1 | Suporte fixação - IOT Vammo x1 | Pneu traseiro x1 | Suporte de placa Universal - Plástico x1 | Pastilha de freio traseiro x1 | IOT Vammo x1 | Usb 5W - CPX x1 | Roda traseira_v1 x1 | Chicote - IOT Vammo x2"
37039,TIT2C51,1,C2_SEM_ESTOQUE,53,85,150,8,"Disco de freio traseiro x1 | Pastilha de freio dianteiro x2 | Pneu traseiro x1 | Manete de freio traseiro x1 | Buzina x1 | Espelho retrovisor LE x1 | Pneu dianteiro x1 | Bau 110L x1"
37056,UEP5D98,34,C2_SEM_ESTOQUE,47,38,64,5,"Borracha de vedação Bolha x4 | Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1 | Suporte da bolha x1 | Parafuso da bolha x4 | Bolha/Parabrisa x1"
37067,TLE5J12,34,C4_CAPACIDADE,93,141,163,6,"Rolamento inferior da direção x1 | Amortecedor traseiro x2 | Garfo dianteiro x1 | Pista do rolamento inferior  x1 | Carenagem frontal x1 | Rolamento superior completo da direção x1"
37102,TJZ6H95,34,C3_TEMPO_ALTO,125,138,167,9,"Retentor da roda x2 | Tampa do motor CPX x1 | Pneu traseiro x2 | Rolamento da roda x2 | Disco de freio traseiro x1 | Pastilha de freio dianteiro x1 | Rolamento da tampa do motor l/roda x1 | Roda traseira_v1 x1 | Pastilha de freio traseiro x1"
37106,TMG6E23,166,C3_TEMPO_ALTO,127,96,150,11,"Disco de freio dianteiro x1 | Pastilha de freio traseiro x1 | Amortecedor traseiro x1 | Rolamento da tampa do motor l/roda x1 | Descanso lateral x1 | Disco de freio traseiro x1 | Pastilha de freio dianteiro x1 | Pneu traseiro x1 | Rolamento da roda x2 | Retentor da roda x2 | Tampa do motor CPX x1"
37128,UOT8G93,34,C2_SEM_ESTOQUE,48,32,38,5,"Suporte de fixação do bagageiro x1 | Borracha de vedação Bolha x2 | Bolha/Parabrisa x1 | Parafuso da bolha x4 | Suporte da bolha x1"
37146,UGT7I46,34,C2_SEM_ESTOQUE,51,25,29,5,"Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1 | Borracha de vedação Bolha x4 | Bolha/Parabrisa x1 | Suporte da bolha x1 | Parafuso da bolha x6"
37164,UGF9B98,34,C3_TEMPO_ALTO,131,92,157,13,"Rolamento inferior da direção x1 | Carenagem dianteira direita COMFORT x1 | Carenagem da balança x1 | Garfo dianteiro x1 | Pastilha de freio traseiro x1 | Pista do rolamento inferior  x1 | Manete de freio traseiro x1 | Carenagem frontal x1 | Rolamento da roda x2 | Retentor da roda x2 | Rolamento superior completo da direção x1 | Manete de freio dianteiro x1 | Pastilha de freio dianteiro x1"
37197,UFZ3G42,34,C2_SEM_ESTOQUE,47,33,49,5,"Borracha de vedação Bolha x4 | Suporte da bolha inferior (Parte superior mesa suspensão diant.) x1 | Parafuso da bolha x4 | Suporte da bolha x1 | Bolha/Parabrisa x1"
37230,TJV4J63,34,C3_TEMPO_ALTO,127,108,144,8,"Pneu dianteiro x1 | Suporte do paralama x1 | Disco de freio dianteiro x1 | Suporte de placa Universal - Plástico x1 | Pastilha de freio traseiro x1 | Mangueira de freio traseira x1 | Pastilha de freio dianteiro x1 | Paralama traseiro x1"
37249,FPQ8C12,34,C4_CAPACIDADE,116,111,139,14,"Amortecedor dianteiro LE x1 | Rolamento da roda x2 | Porca travante direção x1 | Retentor da roda x2 | Rolamento superior completo da direção x2 | Pastilha de freio dianteiro x1 | Rolamento inferior da direção x2 | Amortecedor dianteiro LD x1 | Espelho retrovisor LE x1 | Paralama dianteiro x1 | Garfo dianteiro x1 | Suporte de placa Universal - Plástico x1 | Pastilha de freio traseiro x1 | Pista do rolamento inferior  x1"
37298,UEY8G87,34,C4_CAPACIDADE,75,78,113,13,"Suporte do paralama x2 | Borracha de vedação Bolha x4 | Descanso central x1 | Manete de freio traseiro x1 | Suporte da bolha inferior (Parte superior mesa suspensão diant.) x2 | Pneu traseiro x1 | Refletor do paralama traseiro x1 | Parafuso da bolha x8 | Suporte da bolha x2 | Pastilha de freio dianteiro x1 | Paralama traseiro x2 | Bolha/Parabrisa x2 | Usb 18W - COMFORT x1"
37486,TKP6E73,34,C3_TEMPO_ALTO,132,58,132,9,"Espelho retrovisor LD x1 | Garfo dianteiro x1 | Pista do rolamento inferior  x1 | Espelho retrovisor LE x1 | Pastilha de freio dianteiro x2 | Disco de freio traseiro x1 | Suporte do pedal direito do passageiro x1 | Carenagem dianteira esquerda CPX x1 | Rolamento superior completo da direção x1"
37510,UDB6A65,34,C3_TEMPO_COMBINADO,107,52,175,11,"Roda traseira_v2 x1 | Tampa do motor COMFORT v2 x1 | Válvula pneu x1 | Rolamento 6305 TIMKEN - Tampa do Motor COMFORT V2 x1 | Rolamento da roda x2 | Pneu traseiro x1 | Retentor da roda x2 | Manete de freio dianteiro x1 | Pastilha de freio dianteiro x1 | Pastilha de freio traseiro x1 | Manete de freio traseiro x1"
37519,TIZ4G95,34,C2_SEM_ESTOQUE,116,111,151,8,"Pneu dianteiro x1 | Pastilha de freio traseiro x1 | Válvula pneu x1 | Balança traseira x1 | Parafuso guia da pinça traseira x3 | Parafuso da pinça traseira x3 | Disco de freio traseiro x1 | Pastilha de freio dianteiro x1"
37541,UGE0J62,1,C3_TEMPO_ALTO,122,70,111,10,"Pneu traseiro x1 | Rolamento 6305 TIMKEN - Tampa do Motor COMFORT V2 x1 | Roda traseira_v2 x1 | Válvula pneu x1 | Tampa do motor COMFORT v2 x1 | Roda traseira_v1 x1 | Rolamento da tampa do motor l/roda x1 | Tampa do motor COMFORT v1 x1 | IOT Vammo x1 | Manete de freio traseiro x1"
